crop,region,soil_type,season,year,avg_temperature,avg_rainfall,humidity,sunlight_hours,soil_ph,nitrogen_content,phosphorus_content,potassium_content,organic_matter,farm_area_ha,irrigation_type,fertilizer_kg_ha,pesticide_l_ha,yield_per_ha,total_yield_tons
Potato,North,Clay,Kharif,2023,28.41,22.9,53.28,7.66,7.86,356.13,38.91,249.03,4.97,6.8,Drip,232.15,9.1,3.51,23.86
Rice,Central,Clay,Kharif,2018,36.96,187.39,59.88,8.33,7.12,166.06,18.23,185.89,1.04,2.62,Drip,96.52,7.07,2.82,7.4
Potato,Central,Sandy,Kharif,2022,24.6,106.25,60.51,11.97,5.56,191.3,29.51,139.05,1.54,2.03,Rainfed,114.42,5.06,8.87,18.04
Cotton,North,Silt,Kharif,2021,26.86,40.26,80.5,7.78,5.96,150.06,65.79,225.75,2.78,2.33,Drip,165.13,6.36,0.58,1.34
Wheat,Central,Clay,Zaid,2020,42.96,101.16,53.84,4.34,6.03,295.05,21.23,170.38,3.65,2.34,Rainfed,217.28,5.81,1.1,2.58
Rice,South,Peat,Kharif,2016,27.46,64.72,80.21,9.9,7.88,292.29,36.56,137.14,3.44,1.2,Flood,254.98,3.7,1.37,1.65
Wheat,West,Clay,Kharif,2023,30.09,89.13,65.97,9.9,7.38,175.09,15.2,260.06,4.48,1.4,Drip,127.37,2.82,2.08,2.91
Potato,West,Clay,Kharif,2015,20.93,40.07,76.49,11.1,6.68,140.82,51.0,102.48,0.79,11.37,Rainfed,267.71,9.76,2.81,31.99
Soybean,East,Clay,Kharif,2019,21.39,54.81,78.49,5.44,6.23,176.7,76.61,232.46,1.1,0.99,Flood,260.7,8.02,0.84,0.83
Cotton,West,Loamy,Kharif,2021,24.27,112.31,86.61,5.36,7.05,147.33,41.07,100.03,4.26,1.97,Sprinkler,154.28,4.08,0.98,1.94
Rice,South,Clay,Kharif,2024,13.76,161.8,42.88,4.54,7.15,228.32,29.29,248.16,1.08,18.76,Rainfed,56.03,1.18,2.19,41.03
Maize,East,Peat,Zaid,2020,12.97,153.26,57.88,4.31,8.13,383.16,53.3,251.63,1.05,2.07,Rainfed,131.31,9.61,2.81,5.8
Potato,West,Peat,Rabi,2022,25.39,20.74,59.01,4.06,6.21,236.41,32.64,58.18,1.02,4.5,Drip,223.9,4.05,2.8,12.6
Soybean,North,Peat,Kharif,2020,21.34,76.61,87.38,7.39,5.51,381.39,10.99,215.57,1.95,3.68,Sprinkler,186.82,4.08,1.27,4.67
Soybean,Central,Silt,Kharif,2022,32.73,286.94,44.32,10.4,5.89,124.08,76.91,172.32,1.19,4.72,Flood,115.81,4.64,1.27,5.99
Potato,West,Silt,Kharif,2016,23.65,30.21,87.29,11.49,7.75,292.92,69.36,64.6,1.04,2.41,Flood,258.12,4.72,3.67,8.82
Rice,Central,Sandy,Kharif,2022,24.04,46.04,72.42,11.1,6.49,285.76,33.24,248.18,2.64,2.57,Drip,155.01,0.91,1.6,4.12
Wheat,North,Loamy,Rabi,2021,24.77,45.02,73.23,7.62,6.26,111.53,72.28,249.18,4.23,3.4,Rainfed,238.31,5.81,0.68,2.31
Rice,East,Loamy,Zaid,2024,29.7,204.99,89.94,11.19,7.83,324.25,55.52,263.4,2.72,1.5,Drip,242.01,9.2,3.56,5.34
Rice,North,Clay,Rabi,2024,19.33,305.77,74.17,8.55,7.84,343.97,72.47,275.28,0.74,1.16,Rainfed,256.52,9.46,1.83,2.11
Tomato,North,Loamy,Kharif,2015,32.09,20.86,56.14,7.06,7.78,114.28,24.88,273.49,1.2,7.62,Flood,140.33,6.63,2.25,17.12
Soybean,Central,Peat,Kharif,2024,20.27,214.64,68.17,4.36,7.91,116.36,75.41,102.93,2.7,0.88,Flood,190.43,4.97,1.08,0.95
Wheat,East,Sandy,Zaid,2016,11.56,23.62,83.95,10.42,7.4,271.67,58.65,86.0,4.7,2.18,Flood,214.12,6.07,0.5,1.09
Maize,North,Loamy,Zaid,2024,22.06,158.21,69.92,4.61,6.74,351.39,32.07,170.57,2.7,5.31,Drip,271.0,1.74,6.07,32.24
Cotton,Central,Silt,Rabi,2024,30.45,75.21,54.8,11.36,5.52,136.63,61.33,115.86,3.75,9.43,Rainfed,113.65,1.92,0.5,4.71
Soybean,North,Sandy,Rabi,2024,19.85,223.06,78.5,4.01,8.12,123.64,55.87,87.87,0.78,7.63,Rainfed,166.8,5.99,0.75,5.72
Rice,West,Silt,Zaid,2023,18.37,26.95,76.98,10.56,5.62,212.72,49.01,201.3,3.1,6.4,Flood,291.7,3.91,0.54,3.43
Rice,West,Silt,Kharif,2017,31.11,68.9,71.2,9.2,7.25,161.53,45.42,271.09,4.41,7.45,Sprinkler,224.3,1.53,1.55,11.54
Tomato,East,Clay,Rabi,2022,38.17,31.76,80.86,6.33,7.8,344.37,72.47,238.46,3.04,5.06,Flood,130.15,1.77,3.62,18.31
Soybean,South,Sandy,Rabi,2021,29.11,40.41,88.76,6.93,6.74,221.35,67.15,104.57,4.24,5.85,Sprinkler,105.07,0.65,0.56,3.31
Soybean,Central,Peat,Zaid,2019,18.83,44.71,84.45,5.04,7.35,307.65,56.04,129.01,4.44,7.84,Drip,177.55,6.03,0.72,5.66
Tomato,North,Clay,Zaid,2019,18.76,418.66,51.83,11.63,7.45,115.03,33.5,169.04,4.25,2.49,Sprinkler,127.64,9.2,8.16,20.34
Potato,South,Clay,Kharif,2022,18.04,100.19,65.21,4.46,5.76,214.59,19.39,169.52,3.24,6.38,Drip,186.62,3.8,11.46,73.11
Tomato,Central,Sandy,Kharif,2016,21.13,277.85,50.13,7.31,7.7,311.56,77.59,97.73,0.57,2.45,Rainfed,87.42,5.48,17.94,43.87
Wheat,South,Clay,Zaid,2019,12.86,136.55,46.79,4.93,8.23,246.28,74.66,234.05,4.97,10.75,Drip,153.55,7.58,2.37,25.5
Rice,South,Loamy,Zaid,2024,18.94,70.64,45.57,5.42,7.0,386.18,50.44,152.12,1.59,1.59,Rainfed,214.6,8.48,1.22,1.94
Maize,North,Clay,Rabi,2015,18.75,100.0,75.34,4.47,6.55,318.93,57.92,63.34,1.57,6.2,Flood,117.85,8.14,2.41,14.95
Wheat,North,Peat,Rabi,2019,20.14,279.41,79.82,11.07,6.82,346.77,69.74,149.99,4.98,10.03,Flood,293.52,8.66,2.79,27.93
Maize,South,Clay,Rabi,2020,18.12,307.96,60.99,10.27,6.14,319.84,64.97,229.13,4.32,3.17,Sprinkler,186.19,0.11,3.52,11.16
Tomato,Central,Loamy,Rabi,2015,31.83,41.98,52.17,6.75,7.65,282.91,14.87,239.98,1.68,6.07,Sprinkler,80.84,9.98,6.17,37.45
Wheat,North,Loamy,Zaid,2015,40.8,155.38,67.07,4.69,5.58,208.8,66.16,60.29,3.67,5.83,Rainfed,116.38,0.77,1.31,7.64
Tomato,East,Silt,Zaid,2016,19.77,134.42,50.83,7.81,5.65,397.9,41.33,299.78,2.24,2.64,Sprinkler,278.64,3.29,23.74,62.61
Soybean,West,Peat,Kharif,2019,22.31,28.13,87.77,4.68,7.81,261.58,14.3,50.43,4.71,7.28,Rainfed,221.61,4.39,0.5,3.64
Rice,North,Sandy,Zaid,2022,32.69,149.59,58.29,11.9,5.7,123.91,74.18,211.93,1.97,7.68,Flood,163.19,0.21,2.66,20.44
Maize,Central,Silt,Zaid,2023,37.77,47.85,45.77,5.8,6.93,114.96,71.82,189.98,1.82,6.31,Sprinkler,251.06,6.14,0.94,5.95
Tomato,West,Peat,Zaid,2022,17.08,490.72,83.49,8.87,8.0,241.16,65.19,211.63,0.63,15.36,Drip,265.23,9.53,13.77,211.41
Cotton,North,Peat,Rabi,2018,28.26,73.11,50.35,5.44,5.93,166.18,48.54,220.94,1.91,4.48,Drip,135.31,6.97,1.03,4.62
Cotton,North,Peat,Rabi,2016,22.01,84.86,78.52,8.34,8.35,116.43,30.38,105.18,3.95,4.21,Flood,84.59,2.86,0.5,2.1
Potato,North,Silt,Zaid,2018,26.28,575.42,58.21,5.25,6.99,193.06,49.62,166.68,3.6,12.78,Sprinkler,100.13,8.21,11.84,151.31
Tomato,East,Peat,Zaid,2018,18.08,192.55,75.05,5.7,6.84,273.4,21.89,228.73,3.6,11.41,Flood,191.82,5.74,25.88,295.17
Potato,East,Clay,Rabi,2024,22.74,51.99,77.93,9.3,8.02,330.58,54.7,90.22,4.64,2.79,Rainfed,291.07,4.02,4.77,13.3
Maize,East,Clay,Zaid,2021,26.7,174.32,44.47,11.03,7.29,241.11,73.92,216.51,1.1,4.17,Flood,209.15,8.99,4.57,19.04
Potato,West,Peat,Kharif,2019,27.22,178.1,79.99,5.02,5.55,274.42,65.26,188.61,4.16,5.37,Rainfed,213.32,0.28,15.16,81.41
Wheat,East,Silt,Zaid,2019,32.37,98.13,69.51,8.91,5.81,300.37,43.49,200.63,3.03,7.7,Sprinkler,129.64,3.74,1.94,14.9
Rice,West,Clay,Kharif,2023,31.31,163.74,61.56,5.42,8.45,248.01,17.65,217.57,3.83,3.97,Flood,211.61,1.73,2.61,10.36
Rice,West,Sandy,Kharif,2020,22.06,102.74,62.13,8.75,7.01,195.34,20.04,113.17,1.4,6.65,Sprinkler,254.99,7.2,1.85,12.27
Potato,East,Peat,Zaid,2017,16.17,56.8,75.55,8.84,5.64,372.28,15.6,175.68,2.81,9.57,Drip,278.27,9.4,8.73,83.53
Soybean,East,Peat,Rabi,2023,20.18,86.93,84.89,7.65,5.71,160.19,40.07,109.38,2.27,2.52,Sprinkler,129.73,0.91,0.92,2.31
Wheat,West,Sandy,Rabi,2021,27.1,138.0,71.17,8.85,6.69,346.99,75.1,51.4,0.86,6.12,Rainfed,109.02,9.12,2.41,14.73
Maize,Central,Silt,Zaid,2024,15.67,137.4,47.05,11.07,5.51,393.68,21.74,235.53,0.68,3.32,Drip,207.58,0.7,4.36,14.48
Potato,North,Peat,Kharif,2016,10.5,56.12,64.91,8.04,7.86,137.05,15.79,150.47,4.49,10.16,Flood,190.0,8.89,3.8,38.64
Rice,South,Clay,Zaid,2018,18.65,55.83,51.36,8.98,7.25,279.53,23.25,247.97,2.45,3.7,Flood,299.24,2.82,1.16,4.3
Maize,South,Silt,Kharif,2018,20.72,132.84,84.02,5.01,7.71,375.48,39.6,121.68,3.55,1.91,Sprinkler,146.07,8.97,4.43,8.46
Tomato,West,Clay,Rabi,2017,22.77,118.69,64.07,9.28,7.78,244.18,79.09,278.67,0.77,2.05,Sprinkler,125.14,1.84,20.52,42.04
Wheat,East,Loamy,Zaid,2023,19.7,75.31,42.58,5.02,5.79,113.9,43.7,133.45,4.71,1.04,Drip,281.51,0.87,1.06,1.1
Potato,East,Clay,Kharif,2020,30.54,26.34,87.63,4.38,6.22,239.26,62.92,287.78,2.43,7.58,Flood,231.79,5.71,4.01,30.42
Cotton,West,Sandy,Rabi,2016,20.72,23.88,62.08,10.29,6.92,362.05,68.35,265.86,1.08,1.9,Drip,57.4,9.83,0.5,0.95
Potato,East,Clay,Kharif,2019,13.9,24.06,53.06,4.79,6.68,390.05,58.88,226.73,2.54,8.84,Flood,277.07,9.62,2.69,23.82
Wheat,Central,Silt,Rabi,2016,18.45,231.73,51.25,7.18,6.54,302.54,51.85,77.28,4.02,3.4,Rainfed,50.56,4.15,1.97,6.69
Tomato,North,Peat,Kharif,2019,26.83,67.68,67.19,7.76,5.64,194.63,18.79,172.24,4.58,27.55,Drip,286.06,9.86,9.43,259.89
Wheat,West,Silt,Zaid,2017,16.63,150.73,53.65,10.92,7.94,227.1,43.13,116.27,1.8,20.36,Drip,272.21,1.92,2.16,43.94
Cotton,North,Silt,Rabi,2021,25.9,138.06,77.4,5.63,8.3,258.02,16.47,149.27,3.21,2.68,Drip,224.8,8.82,1.63,4.36
Soybean,East,Peat,Kharif,2021,32.05,122.91,65.61,6.04,6.86,187.89,75.38,276.83,1.2,9.15,Rainfed,225.73,9.75,1.34,12.27
Cotton,Central,Silt,Zaid,2023,26.15,27.19,42.34,4.98,6.39,177.73,60.98,228.98,4.87,2.36,Sprinkler,284.61,6.13,0.5,1.18
Potato,Central,Peat,Rabi,2019,39.34,130.21,75.14,5.38,7.76,317.55,79.83,277.99,3.58,6.73,Rainfed,286.5,9.67,11.89,80.04
Cotton,North,Loamy,Rabi,2024,21.82,197.39,52.66,8.51,6.72,203.68,31.72,263.86,3.96,4.21,Flood,216.12,9.85,1.77,7.46
Sugarcane,North,Clay,Kharif,2024,27.19,100.1,66.68,11.49,6.55,395.88,31.33,77.23,1.36,3.28,Sprinkler,212.44,5.17,47.05,154.22
Maize,North,Silt,Rabi,2018,34.61,202.59,76.31,11.62,7.27,102.3,30.37,132.06,2.96,12.26,Rainfed,259.53,2.32,1.74,21.31
Wheat,East,Clay,Kharif,2022,26.76,127.63,89.38,4.25,6.89,396.43,78.4,132.68,0.5,4.92,Drip,266.73,3.24,3.74,18.42
Potato,North,Sandy,Zaid,2023,33.42,148.03,57.27,6.82,6.91,350.57,17.06,207.87,3.55,4.58,Rainfed,283.96,6.02,16.38,75.02
Soybean,West,Loamy,Kharif,2021,12.22,111.57,76.1,5.08,8.18,112.75,54.85,203.87,1.44,0.71,Sprinkler,84.71,2.72,1.05,0.74
Rice,Central,Peat,Rabi,2020,29.91,47.01,89.8,6.05,7.72,225.12,19.54,113.79,3.54,2.56,Flood,201.03,2.06,0.7,1.79
Wheat,West,Silt,Kharif,2015,22.34,91.79,60.64,5.58,6.88,307.87,77.54,247.38,1.23,2.09,Drip,69.71,1.36,2.17,4.53
Cotton,South,Loamy,Zaid,2024,20.24,46.24,55.03,5.0,6.33,306.52,26.55,92.96,0.8,3.97,Flood,260.5,0.59,0.5,1.98
Maize,North,Loamy,Rabi,2021,20.0,125.16,69.62,11.02,8.1,117.19,35.27,217.71,4.79,8.67,Flood,94.15,2.79,2.77,24.02
Potato,West,Silt,Rabi,2015,45.34,113.9,45.16,10.85,8.09,240.47,53.88,214.98,1.35,1.1,Flood,55.17,9.13,9.03,9.91
Potato,East,Sandy,Kharif,2019,12.74,28.97,63.29,4.61,5.76,246.67,45.62,195.04,3.45,6.02,Flood,158.25,6.44,3.1,18.62
Potato,East,Silt,Rabi,2020,8.34,59.92,51.93,4.63,7.02,261.19,33.53,293.96,3.01,11.49,Drip,192.52,1.9,8.66,99.46
Tomato,East,Loamy,Kharif,2018,15.83,236.57,63.56,5.94,6.17,341.81,14.84,209.52,3.38,1.51,Drip,226.23,7.05,25.16,37.92
Potato,South,Sandy,Rabi,2019,35.18,94.06,70.91,7.3,5.95,399.42,47.21,134.11,3.71,5.35,Rainfed,108.23,8.77,8.22,43.98
Potato,South,Sandy,Rabi,2020,24.49,113.06,63.89,6.55,7.98,296.88,63.16,153.66,4.74,2.61,Flood,182.76,9.34,13.91,36.34
Wheat,North,Silt,Zaid,2020,35.54,49.73,61.64,7.45,5.61,235.95,43.59,216.45,2.82,10.39,Flood,141.89,4.1,0.85,8.78
Soybean,North,Clay,Zaid,2021,-2.49,42.66,59.67,9.49,6.74,371.98,53.07,88.44,2.69,7.74,Sprinkler,210.84,8.85,0.5,3.87
Maize,North,Sandy,Kharif,2019,15.12,108.63,79.61,8.62,6.75,293.88,20.05,230.8,3.64,4.11,Sprinkler,119.7,7.98,3.44,14.15
Tomato,West,Silt,Zaid,2022,30.65,26.1,85.93,10.14,7.25,231.05,77.19,243.76,2.91,5.79,Flood,120.19,1.96,3.99,23.12
Potato,South,Loamy,Zaid,2016,33.19,35.09,78.88,8.19,6.65,190.12,45.92,129.38,2.43,7.22,Rainfed,206.5,7.48,3.0,21.62
Wheat,North,Clay,Kharif,2019,17.94,188.78,50.08,11.96,6.93,315.47,57.44,191.54,4.98,1.73,Drip,155.43,1.28,3.12,5.39
Rice,East,Peat,Rabi,2023,27.28,78.14,56.57,5.01,8.26,313.7,33.55,67.73,1.97,1.52,Rainfed,246.57,7.2,1.09,1.65
Wheat,North,Peat,Kharif,2016,31.66,237.02,49.03,7.62,7.63,120.34,36.09,192.92,2.15,3.77,Rainfed,202.03,3.68,1.23,4.63
Potato,West,Silt,Zaid,2017,25.68,39.21,84.49,10.67,6.55,349.3,47.32,89.76,3.26,6.19,Sprinkler,70.97,3.14,5.85,36.18
Rice,South,Peat,Zaid,2020,15.92,58.04,56.77,9.04,6.1,109.03,32.09,256.4,2.3,3.18,Rainfed,167.26,7.52,0.77,2.45
Wheat,East,Silt,Kharif,2021,25.28,23.04,54.18,8.86,6.56,312.31,37.39,294.81,4.84,8.54,Flood,288.6,2.05,0.57,4.88
Maize,West,Clay,Kharif,2016,14.02,58.81,76.26,6.99,6.37,387.64,24.69,239.64,3.54,2.31,Sprinkler,164.59,1.43,2.06,4.75
Wheat,South,Peat,Rabi,2018,12.55,103.23,49.17,8.51,7.46,139.71,19.22,58.86,3.92,2.51,Rainfed,106.36,7.78,0.51,1.28
Sugarcane,South,Silt,Rabi,2024,16.46,75.72,77.24,8.59,7.16,147.24,22.67,195.64,0.61,10.67,Rainfed,137.62,4.17,14.84,158.33
Wheat,West,Peat,Rabi,2017,27.63,79.77,69.27,7.04,6.9,207.29,38.75,128.74,0.85,0.69,Flood,93.53,2.52,1.42,0.98
Cotton,Central,Sandy,Rabi,2017,31.96,114.48,87.91,6.72,6.71,315.93,50.45,181.97,3.09,4.89,Drip,241.44,6.68,1.76,8.58
Soybean,Central,Loamy,Rabi,2020,24.15,23.64,40.55,4.99,5.72,212.01,13.7,206.23,1.36,4.11,Flood,75.77,8.28,0.5,2.05
Wheat,North,Silt,Rabi,2019,29.86,68.86,85.53,5.49,7.94,263.76,33.07,71.09,1.27,10.43,Flood,201.72,2.37,0.91,9.52
Cotton,West,Loamy,Zaid,2017,24.27,64.87,87.45,7.19,6.51,181.9,49.55,189.6,0.57,5.81,Sprinkler,247.08,6.16,0.88,5.09
Rice,North,Sandy,Kharif,2017,32.09,52.35,49.6,9.58,6.07,127.33,16.76,242.1,0.63,2.21,Rainfed,82.3,7.55,0.71,1.57
Cotton,Central,Peat,Zaid,2022,30.26,158.78,66.15,6.21,7.26,380.06,13.61,116.74,1.78,5.5,Drip,212.79,2.06,1.82,9.98
Tomato,West,Silt,Kharif,2018,18.82,283.4,77.81,11.47,7.99,220.64,18.53,207.39,2.08,3.27,Flood,156.47,9.37,14.5,47.41
Maize,West,Sandy,Kharif,2018,28.48,235.21,85.9,8.47,5.6,208.86,74.32,174.99,3.77,2.07,Rainfed,56.25,5.78,3.49,7.22
Maize,North,Silt,Rabi,2015,15.1,483.24,82.33,8.43,7.33,347.25,11.39,287.91,2.89,15.69,Drip,241.13,1.52,2.18,34.27
Rice,Central,Silt,Kharif,2015,14.57,77.86,70.2,7.49,5.67,392.69,39.76,262.77,0.83,8.81,Flood,93.35,6.79,1.58,13.91
Sugarcane,South,Clay,Rabi,2024,18.53,260.58,56.03,4.87,8.09,199.47,26.28,171.55,1.16,2.26,Sprinkler,146.32,2.77,38.77,87.69
Sugarcane,Central,Peat,Kharif,2019,35.62,270.6,45.05,10.59,8.3,305.98,79.75,133.76,4.24,6.1,Sprinkler,130.86,7.05,42.86,261.42
Sugarcane,South,Loamy,Kharif,2015,20.54,40.95,48.69,9.71,7.64,259.23,45.1,95.01,2.43,10.76,Drip,263.68,6.61,16.99,182.74
Rice,West,Silt,Rabi,2023,16.98,82.75,78.82,5.25,8.14,270.72,62.43,61.29,0.92,5.35,Flood,259.55,8.74,1.29,6.9
Rice,West,Loamy,Kharif,2019,22.8,42.43,49.75,11.05,5.84,305.82,47.35,155.36,2.48,15.02,Flood,265.36,8.65,0.98,14.75
Cotton,East,Loamy,Rabi,2021,25.41,50.74,65.54,6.44,8.19,390.5,38.7,67.55,3.49,2.86,Drip,296.49,0.89,0.59,1.69
Soybean,Central,Loamy,Zaid,2016,15.65,140.21,77.93,7.77,6.33,192.94,33.66,106.32,4.33,0.84,Rainfed,151.82,7.48,0.85,0.71
Soybean,West,Peat,Kharif,2015,27.96,27.62,84.75,7.9,7.46,364.61,71.68,152.19,1.57,1.99,Flood,241.49,9.29,0.5,0.99
Soybean,Central,Clay,Kharif,2023,30.43,21.51,81.15,7.09,6.33,156.51,34.25,292.87,4.9,2.51,Rainfed,290.92,3.0,0.5,1.26
Cotton,Central,Silt,Zaid,2024,29.46,63.65,49.79,11.48,6.14,397.55,17.6,52.51,4.42,4.92,Rainfed,155.41,0.82,0.57,2.8
Maize,Central,Clay,Rabi,2020,21.06,70.04,64.18,9.04,7.42,388.18,55.85,134.85,1.98,3.74,Rainfed,114.83,3.76,1.9,7.09
Maize,West,Clay,Rabi,2022,27.78,107.43,61.35,9.09,7.92,321.35,12.48,232.78,3.74,1.02,Sprinkler,87.56,7.88,3.57,3.65
Cotton,West,Sandy,Kharif,2016,32.83,192.39,49.24,4.24,5.99,235.77,46.63,264.43,3.72,23.73,Rainfed,69.68,1.3,1.12,26.58
Cotton,South,Loamy,Kharif,2018,11.33,135.09,46.63,4.83,6.88,212.77,68.04,259.39,1.03,8.87,Sprinkler,191.04,5.04,1.22,10.78
Tomato,South,Peat,Kharif,2018,27.25,154.57,42.98,6.22,5.79,259.23,55.17,272.71,3.8,16.73,Drip,240.24,2.98,32.38,541.84
Maize,North,Peat,Rabi,2015,43.37,104.88,75.11,4.66,7.74,143.12,11.83,179.73,3.12,0.68,Rainfed,178.84,5.35,0.99,0.67
Maize,Central,Sandy,Kharif,2023,13.29,144.34,50.51,10.36,6.43,243.37,72.43,251.54,4.02,1.37,Drip,62.04,6.06,4.7,6.46
Soybean,South,Sandy,Kharif,2015,22.95,72.86,66.3,10.37,6.3,382.55,47.79,260.24,2.87,7.89,Drip,62.86,7.99,1.38,10.89
Wheat,South,Sandy,Kharif,2015,30.56,79.68,45.58,9.93,5.89,157.7,18.85,51.64,3.48,2.08,Drip,87.37,3.2,0.85,1.77
Rice,Central,Silt,Rabi,2021,6.59,88.31,61.37,10.58,5.59,360.41,27.07,230.45,2.32,2.24,Rainfed,203.84,7.69,1.07,2.39
Rice,North,Clay,Zaid,2024,25.47,82.84,42.94,11.39,8.04,219.4,63.55,128.32,3.79,4.14,Rainfed,165.19,0.57,1.39,5.74
Potato,North,Clay,Zaid,2016,28.51,56.37,54.48,8.59,8.04,380.39,28.83,201.85,3.76,1.78,Flood,151.87,1.87,7.83,13.97
Soybean,East,Silt,Kharif,2019,29.04,219.35,83.88,9.36,6.54,298.31,70.5,206.46,2.36,13.12,Drip,258.8,8.82,2.96,38.82
Soybean,Central,Loamy,Rabi,2018,33.23,104.48,41.91,9.09,6.91,182.55,77.93,63.77,4.76,1.37,Drip,144.25,4.17,1.16,1.59
Wheat,West,Loamy,Rabi,2023,22.57,44.28,89.31,9.99,7.87,131.93,43.34,286.4,1.72,1.29,Sprinkler,171.35,9.3,0.86,1.1
Soybean,East,Loamy,Rabi,2024,38.74,296.28,42.45,5.23,5.9,125.6,31.15,107.33,2.97,2.48,Flood,151.3,9.42,0.65,1.62
Rice,North,Clay,Kharif,2015,16.3,69.18,52.85,8.39,7.71,345.1,46.07,263.73,4.03,1.35,Rainfed,111.36,6.72,1.22,1.66
Potato,South,Clay,Rabi,2019,14.51,223.35,49.98,9.58,5.6,105.69,41.61,214.14,1.14,7.72,Flood,82.18,5.34,11.68,90.13
Potato,West,Clay,Rabi,2015,20.19,159.53,80.21,4.53,6.08,367.79,39.09,169.18,1.26,26.89,Drip,280.76,0.02,26.37,708.9
Potato,West,Silt,Rabi,2019,23.45,77.41,58.97,4.23,7.87,237.04,47.17,113.92,4.03,8.39,Drip,188.23,9.05,9.12,76.56
Rice,North,Silt,Rabi,2019,33.29,174.47,67.93,5.85,5.9,190.3,69.94,246.9,3.4,0.97,Drip,288.71,3.05,3.88,3.78
Rice,South,Loamy,Kharif,2022,22.27,125.61,41.61,4.81,7.67,146.52,41.05,112.08,2.4,0.9,Flood,238.73,0.79,1.85,1.66
Rice,West,Peat,Zaid,2019,27.25,128.65,60.83,10.93,6.06,179.37,19.6,145.39,4.94,1.38,Rainfed,257.74,6.52,1.47,2.03
Wheat,Central,Peat,Kharif,2020,25.03,44.89,59.56,8.91,6.64,312.45,65.69,102.35,2.32,16.32,Sprinkler,112.45,3.46,0.94,15.33
Potato,West,Peat,Kharif,2019,31.45,60.4,58.55,4.8,5.5,272.62,31.11,54.46,4.37,4.89,Sprinkler,92.79,8.65,5.76,28.17
Potato,Central,Peat,Zaid,2024,27.69,39.78,83.95,10.42,6.43,110.32,15.78,77.38,4.51,3.09,Rainfed,58.13,5.57,1.85,5.71
Maize,West,Peat,Rabi,2015,23.14,46.8,48.04,10.1,5.5,231.7,16.08,188.09,2.06,0.64,Sprinkler,165.24,5.71,1.32,0.85
Potato,Central,Peat,Zaid,2024,19.93,158.37,68.95,10.95,7.14,155.69,67.58,245.76,4.88,0.99,Drip,197.81,4.92,24.88,24.66
Tomato,Central,Silt,Zaid,2016,35.45,412.11,66.61,9.49,6.54,189.69,33.47,59.65,1.78,1.45,Flood,164.36,4.61,8.31,12.04
Wheat,East,Peat,Rabi,2017,-0.77,46.35,82.62,4.73,8.45,242.82,23.02,138.58,0.57,1.41,Flood,133.83,5.54,0.5,0.71
Tomato,North,Peat,Rabi,2021,26.6,132.69,82.21,8.58,6.39,136.42,11.09,232.95,3.33,3.73,Drip,75.5,2.07,25.39,94.82
Soybean,South,Clay,Kharif,2017,29.42,1068.86,80.04,6.07,6.19,176.09,79.07,133.84,3.68,16.47,Rainfed,254.9,5.98,0.62,10.2
Sugarcane,West,Peat,Zaid,2023,24.81,39.23,64.62,11.62,8.21,149.86,30.14,197.2,2.65,1.14,Sprinkler,142.33,9.55,14.24,16.17
Potato,North,Loamy,Kharif,2023,41.17,45.09,77.1,4.42,6.16,101.77,37.0,262.57,4.92,6.01,Drip,236.22,2.63,4.76,28.61
Sugarcane,South,Clay,Rabi,2020,32.11,153.4,64.86,4.71,7.72,165.87,16.84,169.51,0.84,5.46,Flood,210.12,2.57,42.31,231.15
Sugarcane,North,Silt,Rabi,2022,18.97,158.74,80.04,5.21,7.49,358.82,32.64,70.08,0.62,1.08,Flood,51.05,3.27,48.13,52.11
Rice,South,Silt,Rabi,2021,35.21,31.69,72.56,11.94,8.2,175.86,63.9,284.22,4.58,11.29,Sprinkler,246.61,2.93,0.54,6.07
Rice,North,Peat,Zaid,2023,19.56,668.49,57.92,11.67,7.82,223.39,18.28,109.3,3.53,9.36,Sprinkler,294.86,1.32,1.07,10.03
Cotton,North,Peat,Zaid,2024,24.85,24.34,53.02,10.57,6.09,264.36,41.25,131.46,3.28,3.99,Rainfed,133.69,6.89,0.5,1.99
Maize,West,Loamy,Kharif,2017,28.15,150.55,60.92,9.98,7.93,197.75,59.36,158.6,4.18,2.25,Sprinkler,284.44,5.75,3.86,8.69
Tomato,East,Peat,Zaid,2016,25.99,74.36,57.39,5.17,5.71,196.53,42.11,140.45,0.56,4.83,Rainfed,86.2,2.11,7.21,34.81
Wheat,East,Loamy,Rabi,2017,17.68,49.62,62.59,5.34,6.84,202.82,70.24,248.73,4.97,4.26,Drip,193.85,9.47,1.11,4.74
Sugarcane,East,Loamy,Rabi,2015,25.37,101.12,58.95,8.37,5.74,335.14,78.97,66.44,4.1,1.88,Flood,99.39,6.93,35.92,67.65
Potato,Central,Sandy,Kharif,2024,24.78,100.83,63.1,11.32,7.66,137.8,34.82,282.89,3.76,5.01,Sprinkler,189.77,3.98,15.2,76.16
Maize,East,Silt,Kharif,2024,24.98,167.69,46.38,11.76,6.22,234.32,11.59,187.59,2.22,1.94,Drip,296.38,4.28,5.42,10.49
Wheat,North,Silt,Kharif,2020,16.88,69.94,56.82,7.72,8.07,157.84,52.54,59.41,1.93,3.7,Rainfed,68.57,5.44,0.5,1.85
